id,first_name,last_name,gender,date_of_birthday,deceased_indicator,owns_car,address,property_valuation,job_title,job_industry_category,wealth_segment,postcode,state
1953,Luisa,McGlue,Female,1978-06-05,N,No,00969 Gale Way,10,Paralegal,Financial Services,High Net Worth,3108,VIC
1954,Greg,Iacovo,Male,1967-11-29,N,No,05665 Dottie Circle,11,VP Sales,Manufacturing,Affluent Customer,2085,NSW
1955,Thornton,Vereker,Male,1980-11-22,N,No,83 Wayridge Circle,9,Environmental Specialist,n/a,Mass Customer,4152,QLD
1956,Omero,Murra,Male,1994-07-08,N,Yes,8 Carioca Terrace,8,Human Resources Assistant I,Health,Affluent Customer,4007,QLD
1957,Gary,Eager,Male,1977-09-19,N,No,5 Kenwood Road,11,Accountant IV,Property,Affluent Customer,2075,NSW
1958,Janina,Keme,Female,1985-09-01,N,No,29 Hansons Crossing,4,Professor,n/a,Mass Customer,2318,NSW
1959,Arlen,Klossek,Male,1978-09-18,N,Yes,493 Buell Point,8,Director of Sales,Health,Mass Customer,4500,QLD
1960,Falkner,Jochens,Male,1978-07-03,N,Yes,7 Del Mar Crossing,7,Software Engineer II,n/a,Mass Customer,4680,QLD
1961,Licha,Lyes,Female,1960-11-22,N,Yes,7 Elgar Plaza,9,Physical Therapy Assistant,n/a,Mass Customer,2250,NSW
1962,Paddie,Grunder,Male,1977-11-01,N,Yes,425 Marquette Way,10,Sales Representative,Retail,Mass Customer,2116,NSW
1963,Syman,Trimnell,Male,1998-03-18,N,Yes,67104 Bunting Crossing,9,Biostatistician I,Argiculture,Mass Customer,2043,NSW
1964,Cara,Campbell-Dunlop,Female,1964-06-19,N,Yes,243 Raven Drive,3,Mechanical Systems Engineer,Financial Services,Affluent Customer,4815,QLD
1965,Bendicty,Powrie,Male,1973-12-14,N,Yes,248 School Park,8,Web Designer III,Retail,Mass Customer,3156,VIC
1966,Moshe,Nicholl,Male,1993-10-31,N,No,5 Onsgard Plaza,10,,Financial Services,High Net Worth,3134,VIC
1967,Nomi,,Female,1985-11-19,N,Yes,38 Havey Place,5,Chemical Engineer,Manufacturing,Affluent Customer,3049,VIC
1968,Frederica,Hughman,Female,1994-06-12,N,No,38 Armistice Alley,8,Librarian,Entertainment,Mass Customer,2018,NSW
1969,Dimitry,Kunkler,Male,1961-07-06,N,Yes,34953 Oak Circle,10,Teacher,IT,Mass Customer,2153,NSW
1970,Carl,Eyre,Male,1982-08-23,N,No,18 Express Street,9,Desktop Support Technician,Manufacturing,Mass Customer,2165,NSW
1971,Mariel,Dyke,Female,1998-02-10,N,Yes,04046 Summit Avenue,9,,Manufacturing,Mass Customer,4217,QLD
1972,Obed,Pauler,Male,1989-07-14,N,Yes,986 Hollow Ridge Crossing,7,,IT,Mass Customer,3821,VIC
1973,Fanni,Liffe,Female,1980-01-11,N,No,4622 Dixon Junction,8,Media Manager IV,Financial Services,High Net Worth,2048,NSW
1974,Aharon,Moller,Male,1958-06-15,N,Yes,3563 Darwin Avenue,9,Administrative Officer,n/a,Mass Customer,3095,VIC
1975,Tommie,Midden,Female,1965-10-19,N,No,38759 Butterfield Avenue,2,Product Engineer,Health,Affluent Customer,4305,QLD
1976,Letitia,Coan,Female,1975-08-16,N,No,67125 Melody Place,8,Product Engineer,Manufacturing,Mass Customer,2747,NSW
1977,Myrtia,Paschke,Female,1977-10-04,N,Yes,31 Northwestern Court,10,,Manufacturing,Mass Customer,2206,NSW
1978,Marge,Skerm,Female,1955-01-06,N,No,8 Farwell Parkway,2,Dental Hygienist,Health,Mass Customer,2428,NSW
1979,Ephrem,Cariss,Male,1960-05-15,N,Yes,19 Barby Parkway,4,Statistician III,Manufacturing,Mass Customer,4127,QLD
1980,Kenneth,Viall,Male,1992-06-20,N,Yes,681 School Avenue,10,Food Chemist,Health,High Net Worth,2077,NSW
1981,Calv,Zelland,Male,1986-01-30,N,No,27 Dawn Lane,10,Sales Associate,n/a,Affluent Customer,2233,NSW
1982,Julee,Hallewell,Female,1968-03-30,N,Yes,366 International Way,8,Senior Cost Accountant,Financial Services,High Net Worth,2170,NSW
1983,Kimberlee,Soonhouse,Female,1963-03-10,N,Yes,427 Rockefeller Drive,12,Assistant Media Planner,Entertainment,Affluent Customer,2093,NSW
1984,Hewett,Alessandretti,Male,1999-06-01,N,Yes,5176 Division Hill,5,Information Systems Manager,Health,Mass Customer,3216,VIC
1985,Chrysler,Longstaffe,Female,1978-12-02,N,Yes,1 Raven Place,6,Computer Systems Analyst I,n/a,Mass Customer,2160,NSW
1986,Melania,Ruske,Female,1981-12-30,N,No,29 Delaware Pass,8,,Retail,Mass Customer,2567,NSW
1987,Jacobo,Rosenblum,Male,1956-06-08,N,No,42554 Burrows Court,10,Research Associate,Health,Affluent Customer,2117,NSW
1988,Kelwin,Goldsmith,Male,1957-04-15,N,No,726 Warrior Center,10,Recruiting Manager,Property,Mass Customer,2077,NSW
1989,Emalee,Guitel,Female,1973-07-21,N,Yes,500 Victoria Plaza,9,Graphic Designer,Property,High Net Worth,2147,NSW
1990,Mira,Askham,U,,N,No,35 Debra Way,6,Senior Financial Analyst,Financial Services,High Net Worth,3201,VIC
1991,Tobe,Godrich,Male,1993-09-27,N,Yes,62965 Morningstar Junction,9,Research Nurse,Health,Mass Customer,4109,QLD
1992,Shanta,Attrill,Female,1995-10-21,N,Yes,6698 Melody Crossing,8,Web Developer I,Manufacturing,Mass Customer,4556,QLD
1993,Agustin,Isworth,Male,1980-07-27,N,Yes,05919 Morning Parkway,11,Accounting Assistant II,n/a,High Net Worth,2034,NSW
1994,Gray,McLorinan,Female,1986-04-25,N,No,6 Rockefeller Pass,7,,Manufacturing,High Net Worth,3075,VIC
1995,Mabel,Sallter,Female,1969-03-26,N,Yes,7875 Fieldstone Pass,10,Automation Specialist II,n/a,Mass Customer,4216,QLD
1996,Filmer,Furby,Male,1985-12-29,N,No,59170 Westridge Junction,8,Structural Engineer,Manufacturing,Mass Customer,2147,NSW
1997,Tedmund,Simonsson,Male,1996-09-27,N,No,3 Bonner Point,4,Structural Engineer,n/a,Mass Customer,2800,NSW
1998,Hamil,Britch,Male,1975-03-26,N,No,113 Lien Place,6,Media Manager IV,Manufacturing,High Net Worth,2560,NSW
1999,Raquel,Bamlett,Female,1962-08-16,N,Yes,064 Fallview Terrace,7,Nuclear Power Engineer,Manufacturing,Mass Customer,4500,QLD
2000,Kain,Rene,U,,N,Yes,32 Sutteridge Trail,1,Assistant Professor,IT,High Net Worth,2470,NSW
2001,Mada,Martinho,Female,1977-10-06,N,Yes,3984 Clove Street,10,Analog Circuit Design manager,Manufacturing,Mass Customer,3192,VIC
2002,Matilde,Hamsher,Female,1971-06-20,N,No,4 Rowland Plaza,4,Mechanical Systems Engineer,Financial Services,Mass Customer,2324,NSW
2003,Lilli,Hargey,Female,1962-06-21,N,Yes,5157 Maple Wood Circle,8,Statistician III,Manufacturing,High Net Worth,2537,NSW
2004,Brandy,Showering,Male,1963-06-12,N,Yes,559 Blackbird Street,2,Nuclear Power Engineer,Manufacturing,Affluent Customer,4580,QLD
2005,Marina,McElwee,Female,1978-08-20,N,No,6466 Troy Street,8,Accountant I,Manufacturing,High Net Worth,2763,NSW
2006,Hyacinthia,Tuley,Female,1999-10-04,N,Yes,7135 Ruskin Avenue,11,Senior Developer,Property,High Net Worth,2563,NSW
2007,Gail,Scarrisbrick,Male,1970-04-13,N,Yes,5 Loftsgordon Avenue,12,Programmer I,Manufacturing,Mass Customer,2068,NSW
2008,Jamill,Cudd,Male,1993-07-27,N,Yes,33 Del Mar Junction,8,Analyst Programmer,Financial Services,Mass Customer,2264,NSW
2009,Neilla,Castrillo,Female,1960-03-16,N,Yes,06069 Hayes Road,8,Staff Accountant IV,Health,Affluent Customer,2099,NSW
2010,Duff,Guyer,Male,1974-01-31,N,Yes,828 Waubesa Pass,10,Data Coordiator,Manufacturing,High Net Worth,2234,NSW
2011,Guthrie,MacAne,Male,1978-01-22,N,Yes,1 Bobwhite Circle,9,VP Sales,Manufacturing,High Net Worth,2230,NSW
2012,Maisey,Lavell,Female,1972-09-07,N,No,3 Memorial Junction,11,Health Coach I,Health,High Net Worth,2126,NSW
2013,Marge,Girault,Female,1995-08-10,N,Yes,644 Mcbride Street,11,Registered Nurse,Health,Affluent Customer,2086,NSW
2014,Sandye,Avraam,Female,1990-05-25,N,Yes,23700 Dennis Way,11,Associate Professor,Manufacturing,Mass Customer,2075,NSW
2015,Charyl,Sibson,Female,1974-02-19,N,No,5795 Comanche Circle,2,Health Coach IV,Health,Affluent Customer,4825,QLD
2016,Laraine,Merioth,Female,1998-11-19,N,Yes,31 Scofield Trail,8,Executive Secretary,Retail,Affluent Customer,3020,VIC
2017,Ezri,Sadry,Male,1995-02-11,N,Yes,218 Elka Point,10,Programmer II,Financial Services,Affluent Customer,2176,NSW
2018,Richie,Matts,Male,1963-01-30,N,No,5468 Moose Lane,7,Senior Developer,Financial Services,Affluent Customer,2445,NSW
2019,Neda,Perkis,Female,1953-09-13,N,No,174 Calypso Crossing,7,VP Marketing,Entertainment,High Net Worth,2770,NSW
2020,Portia,Proudlock,Female,1971-05-06,N,Yes,53358 David Circle,3,Biostatistician IV,Property,Affluent Customer,4306,QLD
2021,Ulrica,Abelwhite,U,,N,Yes,0 3rd Road,9,Software Test Engineer I,IT,High Net Worth,4060,QLD
2022,Mortimer,Iremonger,Male,1982-07-03,N,No,9 Melvin Drive,7,,IT,Affluent Customer,2144,NSW
2023,Marco,Denziloe,Male,1971-01-11,N,No,9670 4th Point,10,Associate Professor,n/a,High Net Worth,2065,NSW
2024,Elinor,Biggerstaff,Female,2000-07-14,N,Yes,2228 Steensland Terrace,8,VP Sales,IT,Mass Customer,2148,NSW
2025,Agosto,Thon,Male,1982-04-15,N,Yes,2 Thierer Place,8,VP Quality Control,n/a,Mass Customer,4053,QLD
2026,Anabelle,Rogerson,Female,1987-09-18,N,Yes,23 Huxley Road,7,Structural Engineer,Property,Mass Customer,3064,VIC
2027,Whitney,Dahle,Male,1964-09-02,N,No,34 3rd Place,8,VP Product Management,n/a,High Net Worth,3030,VIC
2028,Cathy,Parmley,Female,1976-12-10,N,Yes,63 Golf Crossing,8,Director of Sales,Retail,Affluent Customer,2217,NSW
2029,Charlie,Hastilow,Male,1992-03-10,N,No,1 Sloan Avenue,10,Nurse,Manufacturing,Mass Customer,2176,NSW
2030,Xymenes,Sprull,Male,1961-01-09,N,No,056 Pierstorff Alley,11,Administrative Officer,Property,High Net Worth,2040,NSW
2031,Philbert,Albone,Male,1987-01-21,N,No,177 Anniversary Parkway,7,Geologist III,n/a,Mass Customer,2428,NSW
2032,Theodore,Chicchelli,Male,1983-09-09,N,Yes,18 Karstens Drive,10,Quality Control Specialist,Property,Mass Customer,2233,NSW
2033,Mar,Philippon,Male,1971-08-31,N,No,6950 Morrow Street,3,Dental Hygienist,Health,High Net Worth,2326,NSW
2034,June,Haslam,Female,1974-01-10,N,No,8492 Autumn Leaf Center,2,Speech Pathologist,Manufacturing,Mass Customer,3214,VIC
2035,Kylie,Terese,Male,1979-06-01,N,No,91749 Portage Park,8,Senior Developer,Health,Mass Customer,2528,NSW
2036,Alix,Gilliland,Female,1977-04-29,N,No,45 Waubesa Lane,9,,n/a,Mass Customer,4213,QLD
2037,Irwin,Ryall,Male,1989-01-04,N,No,51739 Sundown Hill,9,VP Marketing,IT,Mass Customer,2009,NSW
2038,Fae,Done,Female,1959-11-26,N,Yes,95 Butterfield Circle,4,Structural Engineer,Financial Services,Mass Customer,3352,VIC
2039,Laureen,Blower,Female,1978-03-26,N,Yes,9 Porter Pass,6,Senior Developer,IT,High Net Worth,4077,QLD
2040,Gal,Scardafield,Male,1969-09-05,N,Yes,236 Fremont Alley,12,VP Sales,Retail,Affluent Customer,2156,NSW
2041,Mort,Heath,Male,1957-10-27,N,No,46031 Hudson Place,11,VP Accounting,Financial Services,Mass Customer,2075,NSW
2042,Bendix,Cooke,Male,1968-08-14,N,No,8 Crowley Terrace,8,Registered Nurse,Health,Mass Customer,2760,NSW
2043,Veronike,Clampett,Female,1977-09-05,N,No,50532 Hoard Center,7,Software Consultant,n/a,Mass Customer,4209,QLD
2044,Leyla,Eddington,Female,1998-08-02,N,Yes,56 Sommers Point,8,Quality Engineer,Health,Mass Customer,2204,NSW
2045,Hermina,Franzel,Female,1984-07-03,N,No,0 Red Cloud Place,8,VP Sales,Financial Services,High Net Worth,2217,NSW
2046,Charis,Maas,Female,1959-07-27,N,Yes,24951 Michigan Pass,10,Marketing Manager,n/a,Mass Customer,2176,NSW
2047,Kirsten,Slegg,Female,1975-04-13,N,Yes,51960 Gulseth Point,12,Paralegal,Financial Services,Affluent Customer,2009,NSW
2048,Sorcha,Genthner,Female,1960-04-13,N,No,144 Parkside Parkway,3,Financial Advisor,Financial Services,High Net Worth,4655,QLD
2049,Jud,Purchon,Male,1962-02-12,N,No,896 Helena Parkway,7,Assistant Professor,Manufacturing,High Net Worth,4551,QLD
2050,Opal,Costa,Female,1954-06-26,N,Yes,89 Anhalt Park,11,Business Systems Development Analyst,n/a,Mass Customer,2106,NSW
2051,Teresita,Drinnan,Female,1959-06-15,N,No,1786 Orin Street,3,Geological Engineer,Manufacturing,Affluent Customer,2327,NSW
2052,Ganny,Sealeaf,Male,1955-11-30,N,Yes,7 Green Ridge Way,8,,Retail,Mass Customer,2763,NSW
2053,Horatius,Dufton,Male,1978-05-28,N,Yes,2807 Northwestern Pass,8,,Financial Services,Affluent Customer,3182,VIC
2054,Horace,Gilpillan,Male,1995-08-21,N,Yes,9362 Grim Plaza,1,,Manufacturing,Mass Customer,4702,QLD
2055,Harmon,Bakster,Male,1980-09-14,N,No,2 Sommers Drive,10,Administrative Assistant III,Retail,High Net Worth,3181,VIC
2056,Cristin,Smoughton,Female,1986-03-04,N,No,74164 Village Green Parkway,9,Biostatistician IV,Property,High Net Worth,3037,VIC
2057,Elianora,Sally,Female,1959-10-04,N,Yes,623 Melody Avenue,4,Accounting Assistant IV,Manufacturing,Affluent Customer,4500,QLD
2058,Ronna,Wickersham,Female,1978-02-04,N,No,9 Roth Park,7,Database Administrator I,Argiculture,High Net Worth,4104,QLD
2059,Kylen,Gimson,Female,1977-02-15,N,No,18 Buhler Court,12,Graphic Designer,n/a,High Net Worth,3186,VIC
2060,Constancia,Akram,Female,1959-01-23,N,No,4 Sachtjen Drive,3,Statistician II,Financial Services,Mass Customer,4701,QLD
2061,Loralyn,,Female,1983-01-24,N,No,130 Hayes Crossing,9,Technical Writer,Manufacturing,High Net Worth,2170,NSW
2062,Guillermo,Kolakovic,Male,1976-08-19,N,No,9 Logan Court,9,Junior Executive,Retail,Mass Customer,2570,NSW
2063,Benny,Crudge,Male,1963-06-17,N,No,8 Superior Hill,10,Clinical Specialist,Health,Affluent Customer,2153,NSW
2064,Reynard,Jaffrey,Male,1969-05-19,N,Yes,575 Katie Terrace,1,VP Marketing,Health,Mass Customer,2835,NSW
2065,Silvio,Henrichs,Male,1978-03-13,N,Yes,9 Old Shore Street,7,Technical Writer,Retail,Mass Customer,4509,QLD
2066,Skipp,McLarens,Male,1969-12-21,N,Yes,7949 Waywood Way,7,Food Chemist,Health,High Net Worth,2318,NSW
2067,Slade,Mulvin,Male,1979-05-05,N,No,2982 Monterey Way,10,Registered Nurse,Health,Mass Customer,3182,VIC
2068,Wandie,Nare,Female,1956-08-08,N,No,692 Leroy Parkway,9,Account Representative I,n/a,High Net Worth,3043,VIC
2069,Sol,Holdron,U,,N,Yes,9499 Alpine Drive,8,Software Test Engineer IV,IT,Mass Customer,3175,VIC
2070,Tiphany,Leppington,Female,1981-12-05,N,No,0442 Debra Point,7,Recruiting Manager,n/a,Mass Customer,2281,NSW
2071,Ardis,Ramelet,Female,1978-02-07,N,No,61 Upham Parkway,4,,n/a,Mass Customer,4558,QLD
2072,Margie,Tillyer,Female,1960-04-20,N,Yes,63832 Maple Wood Court,9,Environmental Specialist,Financial Services,Mass Customer,3172,VIC
2073,Linea,,Female,1974-01-30,N,Yes,27 Rockefeller Plaza,8,,Manufacturing,High Net Worth,4556,QLD
2074,Roslyn,Rawdall,Female,1997-06-11,N,No,95483 Washington Junction,9,,Financial Services,Mass Customer,2505,NSW
2075,Devondra,Jovis,Female,1973-04-23,N,No,1396 Sugar Terrace,10,Environmental Tech,Manufacturing,Mass Customer,2145,NSW
2076,Beatriz,Tweddle,Female,1969-06-03,N,Yes,8454 Pierstorff Way,11,Assistant Manager,Manufacturing,Mass Customer,2115,NSW
2077,Tobe,Lindroos,Female,1992-02-26,N,Yes,2444 Aberg Hill,12,Cost Accountant,Financial Services,Mass Customer,2067,NSW
2078,Joice,Govett,Female,1989-08-30,N,No,73637 Nancy Street,1,Computer Systems Analyst III,Manufacturing,Mass Customer,2469,NSW
2079,Eda,,Female,1956-07-29,N,No,9 Beilfuss Crossing,3,Account Executive,n/a,High Net Worth,2705,NSW
2080,Rosamond,Sainer,Female,1959-08-07,N,No,891 Mendota Junction,2,Human Resources Assistant IV,n/a,High Net Worth,4127,QLD
2081,Gelya,Coaker,Female,1972-06-21,N,No,73 Muir Trail,7,Senior Editor,Financial Services,Mass Customer,3196,VIC
2082,Sybyl,Beekman,Female,1979-12-07,N,Yes,1 Raven Circle,7,Legal Assistant,Health,Affluent Customer,2450,NSW
2083,Karee,Ortler,Female,1980-07-18,N,No,6563 Susan Pass,7,,n/a,Mass Customer,3024,VIC
2084,Britni,Menguy,Female,1986-10-03,N,Yes,59 Prentice Lane,7,,IT,Mass Customer,4551,QLD
2085,Carolynn,Samsin,Female,1956-05-03,N,No,65880 Cascade Drive,9,Pharmacist,Health,Mass Customer,2164,NSW
2086,Gayle,Cockerell,Male,1997-01-03,N,No,6632 Truax Hill,9,Senior Cost Accountant,Financial Services,High Net Worth,2230,NSW
2087,Yehudi,Sandon,Male,1969-06-08,N,Yes,68882 Commercial Crossing,3,Administrative Officer,IT,Mass Customer,2320,NSW
2088,Ernie,Wankel,Male,1969-10-09,N,Yes,949 Marquette Avenue,7,Senior Financial Analyst,Financial Services,Mass Customer,3028,VIC
2089,Erie,Ballston,Male,1958-01-07,N,No,9953 Kim Lane,4,Safety Technician I,Financial Services,High Net Worth,2330,NSW
2090,Stanton,Schimoni,Male,1964-12-05,N,Yes,09 Pierstorff Point,6,Help Desk Technician,Financial Services,Mass Customer,4514,QLD
2091,Dominga,Crosfield,Female,1980-06-22,N,No,158 Lindbergh Crossing,9,Office Assistant II,Argiculture,Mass Customer,3136,VIC
2092,Stavros,Hazelby,Male,1977-12-22,N,No,72 Ilene Point,8,Safety Technician IV,Manufacturing,High Net Worth,2575,NSW
2093,Salem,Doiley,Male,1999-09-10,N,No,4081 Lighthouse Bay Alley,9,Programmer II,Financial Services,High Net Worth,4053,QLD
2094,Merle,Pesticcio,Male,1984-01-27,N,No,794 Kennedy Court,2,Biostatistician IV,n/a,Mass Customer,4740,QLD
2095,Anette,Guerreiro,Female,1989-11-13,N,No,3981 Karstens Place,8,Account Executive,Manufacturing,Affluent Customer,2570,NSW
2096,Torrie,Smartman,Female,1969-05-21,N,Yes,88039 Melody Lane,9,Programmer III,Telecommunications,High Net Worth,3088,VIC
2097,Web,Decaze,Male,1988-04-08,N,No,344 Rockefeller Way,2,Recruiter,Telecommunications,Mass Customer,3966,VIC
2098,Ame,Tossell,Female,1969-12-13,N,No,434 Eggendart Circle,12,Dental Hygienist,Health,High Net Worth,2260,NSW
2099,Mikel,McKechnie,Male,1959-10-03,N,Yes,0 Waubesa Alley,6,Senior Cost Accountant,Financial Services,High Net Worth,2265,NSW
2100,Der,Blatcher,Male,1978-05-30,N,No,831 Prairieview Trail,1,Marketing Assistant,IT,Mass Customer,4405,QLD
2101,Maryann,,Female,1998-03-08,N,Yes,884 Surrey Pass,7,General Manager,n/a,Mass Customer,3912,VIC
2102,Carl,Penquet,Male,1976-01-08,N,No,60424 Bultman Terrace,10,Senior Editor,n/a,Affluent Customer,2120,NSW
2103,Jayme,Hendin,Male,1975-09-22,N,No,882 Merry Trail,4,Business Systems Development Analyst,Financial Services,Affluent Customer,4701,QLD
2104,Livy,Roote,Female,1979-01-29,N,No,47878 Pond Park,3,Structural Analysis Engineer,Financial Services,Mass Customer,4133,QLD
2105,Terrance,Goligher,Male,1971-11-11,N,Yes,7 Porter Parkway,8,Food Chemist,Health,High Net Worth,2261,NSW
2106,Antons,Ley,Male,1970-03-19,N,Yes,984 Waubesa Pass,6,Project Manager,Financial Services,High Net Worth,4034,QLD
2107,Dre,Ferrillo,Female,1992-07-10,N,Yes,91933 Artisan Avenue,9,Biostatistician IV,IT,Affluent Customer,2753,NSW
2108,Michel,O'Halligan,Female,1985-11-24,N,Yes,624 Atwood Circle,8,Software Test Engineer IV,Property,Mass Customer,2164,NSW
2109,Grazia,Vinson,Female,1965-04-13,N,Yes,15 Mcguire Junction,6,Account Representative II,Health,High Net Worth,4128,QLD
2110,Gard,Marris,Male,1973-07-31,N,No,21 South Avenue,11,Human Resources Assistant III,Manufacturing,High Net Worth,2076,NSW
2111,Ellis,Vokes,Male,1973-12-28,N,Yes,4 Macpherson Street,4,Speech Pathologist,Property,Affluent Customer,3143,VIC
2112,Aubrie,Glaum,Female,1993-05-17,N,Yes,5965 Glacier Hill Terrace,9,Accounting Assistant I,Financial Services,Mass Customer,3025,VIC
2113,Nita,Bushell,Female,1972-01-06,N,No,556 Esch Street,12,Internal Auditor,Manufacturing,Affluent Customer,2090,NSW
2114,Erick,Caveill,Male,1954-11-29,N,No,25943 Montana Street,8,Safety Technician III,Argiculture,High Net Worth,2747,NSW
2115,Shannon,Pflieger,Male,1975-08-31,N,Yes,2 Dawn Avenue,5,Food Chemist,Health,Mass Customer,4118,QLD
2116,Wyndham,Ecob,Male,1979-01-20,N,Yes,35 Harbort Way,8,Research Associate,Financial Services,Affluent Customer,2446,NSW
2117,Llywellyn,Christall,Male,1995-06-14,N,No,464 Bonner Place,8,Computer Systems Analyst I,Health,Affluent Customer,3012,VIC
2118,Ulrick,Calyton,Male,1978-07-22,N,No,0899 Judy Pass,10,Developer III,n/a,High Net Worth,3072,VIC
2119,Dorise,Bellon,Female,1985-03-01,N,No,43 Sunbrook Terrace,10,Senior Cost Accountant,Financial Services,Mass Customer,4160,QLD
2120,Clare,Attoe,Male,1997-01-03,N,No,34 Vidon Way,8,Web Designer III,Manufacturing,Mass Customer,3037,VIC
2121,Clarita,Jaqueminet,Female,1989-02-15,N,Yes,85 Cody Hill,8,Nurse,Financial Services,Mass Customer,2770,NSW
2122,Osborne,Nawton,Male,1973-01-27,N,Yes,8209 Tony Plaza,1,Registered Nurse,Health,High Net Worth,2810,NSW
2123,Shirley,Negal,Female,1993-03-19,N,No,65675 Spenser Way,12,Software Engineer II,Manufacturing,Affluent Customer,3207,VIC
2124,Damien,Bartczak,Male,1978-01-30,N,No,042 Saint Paul Parkway,10,,Retail,High Net Worth,2769,NSW
2125,Laurene,Linstead,Female,1975-01-27,N,No,3516 Kensington Lane,9,VP Quality Control,Financial Services,High Net Worth,2164,NSW
2126,Hugibert,Getcliff,Male,1958-03-29,N,Yes,26064 Morningstar Junction,2,Product Engineer,Health,Mass Customer,2480,NSW
2127,Wanids,Baudet,Female,1974-02-15,N,No,686 Rusk Parkway,8,Web Designer I,Manufacturing,Mass Customer,2566,NSW
2128,Gregorius,Cockram,Male,1976-09-25,N,Yes,7518 Canary Parkway,9,Data Coordiator,Property,Affluent Customer,2145,NSW
2129,Barron,Waszkiewicz,Male,1980-10-07,N,No,32 Spenser Crossing,1,Electrical Engineer,Manufacturing,High Net Worth,2880,NSW
2130,Evangelina,Coxhell,Female,1990-01-01,N,Yes,654 Kim Parkway,3,Structural Engineer,Property,High Net Worth,3175,VIC
2131,Nettle,Painter,Female,1971-03-21,N,Yes,0 Moose Court,12,Payment Adjustment Coordinator,n/a,Mass Customer,2063,NSW
2132,Davina,Dougary,Female,1985-02-02,N,Yes,99000 Petterle Drive,9,Human Resources Manager,Financial Services,High Net Worth,2062,NSW
2133,Clarissa,Blaisdale,Female,1998-01-20,N,No,549 Longview Terrace,9,General Manager,Financial Services,High Net Worth,4030,QLD
